,PLAN,AVANCE_CARRERA,ACCESO,SUBACCESO,CONVOCATORIA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PBM_CALCULADO,ESTRATO,MUNICIPIO_RESIDENCIA,PROVINCIA_NACIMIENTO,MUNICIPIO_NACIMIENTO,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
328,INGENIERÍA MECATRÓNICA,74.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.1,2,1,VALLEDUPAR,DPTO EXTRANJERO,CIUDAD EXTRANJERO,VENEZUELA,NO,NO,Plantel Oficial,
329,BIOLOGÍA,62.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.0,12,3,VALLEDUPAR,DPTO EXTRANJERO,CIUDAD EXTRANJERO,VENEZUELA,NO,NO,Plantel Oficial,
330,INGENIERÍA MECATRÓNICA,58.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.1,16,3,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
331,BIOLOGÍA,63.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,35,9.0,3.8,49,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
332,INGENIERÍA BIOLÓGICA,58.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,29,10.0,4.1,4,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
333,GESTIÓN CULTURAL Y COMUNICATIVA,80.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,25,10.0,4.2,31,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
334,INGENIERÍA MECATRÓNICA,47.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,25,10.0,3.8,6,2,VALLEDUPAR,BOLÍVAR,CARTAGENA DE INDIAS,COLOMBIA,NO,NO,Plantel Oficial,
335,INGENIERÍA BIOLÓGICA,78.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.1,2,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
336,INGENIERÍA BIOLÓGICA,31.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,19,5.0,4.2,22,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,441.81
337,INGENIERÍA MECATRÓNICA,23.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5.0,3.5,26,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,470.46
338,BIOLOGÍA,24.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.4,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,390.96
339,BIOLOGÍA,28.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,18,5.0,3.9,6,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,458.27
340,INGENIERÍA BIOLÓGICA,29.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,3.7,3,1,URUMITA,LA GUAJIRA,URUMITA,COLOMBIA,NO,NO,Plantel Oficial,549.82
341,GEOGRAFÍA,29.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,4.1,1,1,LA PAZ,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,379.7
342,INGENIERÍA BIOLÓGICA,25.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,3.8,2,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,475.02
343,ESTADÍSTICA,28.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,18,5.0,4.0,6,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,431.11
344,GESTIÓN CULTURAL Y COMUNICATIVA,26.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,4.1,19,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,373.81
345,INGENIERÍA BIOLÓGICA,29.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,17,5.0,4.0,4,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,594.07
346,INGENIERÍA MECATRÓNICA,33.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,20,5.0,3.8,10,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,546.59
347,INGENIERÍA BIOLÓGICA,27.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,3.8,5,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,443.87
348,BIOLOGÍA,29.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5.0,4.2,8,2,,,,VENEZUELA,NO,NO,Plantel Oficial,431.29
349,INGENIERÍA BIOLÓGICA,26.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,23,5.0,3.9,5,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,435.58
350,BIOLOGÍA,17.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,3.4,2,0,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,484.34
351,GEOGRAFÍA,30.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,24,5.0,4.0,13,2,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Privado,443.37
352,INGENIERÍA MECATRÓNICA,14.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5.0,3.1,5,1,VALLEDUPAR,CESAR,CHIMICHAGUA,COLOMBIA,NO,NO,Plantel Oficial,508.95
353,BIOLOGÍA,11.2,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,18,1.0,3.6,4,1,VALLEDUPAR,CESAR,EL COPEY,COLOMBIA,NO,NO,Plantel Oficial,
354,GESTIÓN CULTURAL Y COMUNICATIVA,54.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,4.4,2,1,,,,VENEZUELA,NO,NO,Plantel Oficial,525.44
355,GESTIÓN CULTURAL Y COMUNICATIVA,46.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.8,5,2,VALLEDUPAR,,,VENEZUELA,NO,NO,Plantel Oficial,477.16
356,INGENIERÍA BIOLÓGICA,31.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,3.5,6,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,483.02
357,BIOLOGÍA,53.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.1,5,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,455.27
358,INGENIERÍA BIOLÓGICA,52.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.2,3,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,467.89
359,BIOLOGÍA,51.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,6.0,4.3,25,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,639.78
360,GESTIÓN CULTURAL Y COMUNICATIVA,58.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.4,1,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,484.07
361,INGENIERÍA BIOLÓGICA,40.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,4.0,4,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,547.19
362,ESTADÍSTICA,52.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.8,2,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,510.63
363,BIOLOGÍA,48.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,3.7,6,2,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,463.98
364,BIOLOGÍA,38.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,21,6.0,3.9,4,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,425.33
365,INGENIERÍA MECATRÓNICA,18.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,25,7.0,3.1,1,1,MANAURE BALCÓN DEL CESAR,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,544.49
366,GEOGRAFÍA,53.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.0,1,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,453.96
367,INGENIERÍA BIOLÓGICA,52.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,23,7.0,4.1,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,530.05
368,INGENIERÍA BIOLÓGICA,39.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.1,9,1,MANAURE BALCÓN DEL CESAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,514.58
369,GEOGRAFÍA,48.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,3.8,5,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,375.25
370,INGENIERÍA MECATRÓNICA,47.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.3,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,549.68
371,BIOLOGÍA,42.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,3.9,4,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,474.69
372,ESTADÍSTICA,43.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,TARJETA IDENTIDAD,HOMBRE,20,7.0,3.7,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,438.43
373,INGENIERÍA BIOLÓGICA,54.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.2,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,517.43
374,INGENIERÍA BIOLÓGICA,34.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,3.7,2,1,,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Plantel Oficial,475.22
375,INGENIERÍA BIOLÓGICA,33.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,3.6,38,1,VALLEDUPAR,BOLÍVAR,CARTAGENA DE INDIAS,COLOMBIA,NO,NO,Plantel Privado,535.54
376,INGENIERÍA BIOLÓGICA,48.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.9,1,1,,BOLÍVAR,CICUCO,COLOMBIA,NO,NO,Plantel Oficial,470.73
377,BIOLOGÍA,63.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.3,2,1,VALLEDUPAR,BOLÍVAR,PINILLOS,COLOMBIA,NO,NO,Nocturno,
378,INGENIERÍA MECATRÓNICA,18.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,2.9,19,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Nocturno,526.92
379,BIOLOGÍA,63.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,24,8.0,4.0,4,0,PUEBLO BELLO,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
380,INGENIERÍA BIOLÓGICA,43.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,22,8.0,3.8,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,659.63
381,BIOLOGÍA,55.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.0,8,2,LA PAZ,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,488.46
382,BIOLOGÍA,53.1,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,3.0,3.9,2,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
383,GEOGRAFÍA,68.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,4.1,4,1,SAN DIEGO,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
384,INGENIERÍA MECATRÓNICA,24.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,7.0,3.4,26,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Nocturno,540.76
385,ESTADÍSTICA,21.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,3.0,38,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
386,BIOLOGÍA,64.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,4.1,8,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
387,INGENIERÍA MECATRÓNICA,29.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,TARJETA IDENTIDAD,HOMBRE,21,8.0,3.3,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,522.3
388,INGENIERÍA MECATRÓNICA,57.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,4.1,41,2,LA PAZ,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Privado,567.69
389,BIOLOGÍA,55.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.1,9,1,,LA GUAJIRA,VILLANUEVA,COLOMBIA,NO,NO,Plantel Oficial,445.38
390,INGENIERÍA BIOLÓGICA,42.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,26,8.0,3.6,10,1,VALLEDUPAR,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Nocturno,
391,BIOLOGÍA,45.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,30,8.0,3.8,1,1,AGUSTÍN CODAZZI,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Nocturno,
392,BIOLOGÍA,51.4,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,24,3.0,4.2,3,1,,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Plantel Oficial,
393,GEOGRAFÍA,53.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8.0,3.6,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,345.38
394,BIOLOGÍA,53.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,23,8.0,4.1,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,524.61
395,GEOGRAFÍA,44.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,7.0,4.0,1,1,CURUMANÍ,CESAR,CURUMANÍ,COLOMBIA,NO,NO,Plantel Oficial,
396,GESTIÓN CULTURAL Y COMUNICATIVA,58.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.2,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,520.0
397,INGENIERÍA MECATRÓNICA,48.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,42,8.0,4.4,9,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,611.02
398,INGENIERÍA MECATRÓNICA,33.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,4.2,3,1,MANAURE BALCÓN DEL CESAR,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,488.82
